date,chlor_a,status,source_file
2019-12-19,,filled,ST.nc
2019-12-20,,filled,ST.nc
2019-12-21,4.054496765,filled,ST.nc
2019-12-22,,filled,ST.nc
2019-12-23,,filled,ST.nc
2019-12-24,7.271932125,filled,ST.nc
2019-12-25,,filled,ST.nc
2019-12-26,,filled,ST.nc
2019-12-27,3.463274002,filled,ST.nc
2019-12-28,4.702726364,filled,ST.nc
2019-12-29,,filled,ST.nc
2019-12-30,,filled,ST.nc
2019-12-31,4.326391697,filled,ST.nc
2020-01-01,2.413503647,filled,ST.nc
2020-01-02,,filled,ST.nc
2020-01-03,,filled,ST.nc
2020-01-04,2.468753338,filled,ST.nc
2020-01-05,3.852815628,filled,ST.nc
2020-01-06,2.417498589,filled,ST.nc
2020-01-07,,filled,ST.nc
2020-01-08,2.281217813,filled,ST.nc
2020-01-09,3.985331297,filled,ST.nc
2020-01-10,6.295066833,filled,ST.nc
2020-01-11,,filled,ST.nc
2020-01-12,2.457834959,filled,ST.nc
2020-01-13,5.018932343,filled,ST.nc
2020-01-14,,filled,ST.nc
2020-01-15,3.724404335,filled,ST.nc
2020-01-16,3.25506258,filled,ST.nc
2020-01-17,,filled,ST.nc
2020-01-18,6.526628494,filled,ST.nc
2020-01-19,4.086790085,filled,ST.nc
2020-01-20,7.685536861,filled,ST.nc
2020-01-21,,filled,ST.nc
2020-01-22,,filled,ST.nc
2020-01-23,4.467736721,filled,ST.nc
2020-01-24,4.705926895,filled,ST.nc
2020-01-25,2.294116735,filled,ST.nc
2020-01-26,2.631480455,filled,ST.nc
2020-01-27,5.144803524,filled,ST.nc
2020-01-28,3.269866943,filled,ST.nc
2020-01-29,2.235672712,filled,ST.nc
2020-01-30,2.93783021,filled,ST.nc
2020-01-31,3.056171894,filled,ST.nc
2020-02-01,3.312281609,filled,ST.nc
2020-02-02,3.307562113,filled,ST.nc
2020-02-03,,filled,ST.nc
2020-02-04,,filled,ST.nc
2020-02-05,3.239966631,filled,ST.nc
2020-02-06,1.597704887,filled,ST.nc
2020-02-07,,filled,ST.nc
2020-02-08,2.274182558,filled,ST.nc
2020-02-09,4.249490261,filled,ST.nc
2020-02-10,5.763374329,filled,ST.nc
2020-02-11,,filled,ST.nc
2020-02-12,2.844804049,filled,ST.nc
2020-02-13,3.353392839,filled,ST.nc
2020-02-14,4.419133186,filled,ST.nc
2020-02-15,,filled,ST.nc
2020-02-16,,filled,ST.nc
2020-02-17,3.751314878,filled,ST.nc
2020-02-18,4.854366779,filled,ST.nc
2020-02-19,,filled,ST.nc
2020-02-20,,filled,ST.nc
2020-02-21,,filled,ST.nc
2020-02-22,,filled,ST.nc
2020-02-23,3.548680067,filled,ST.nc
2020-02-24,2.693727493,filled,ST.nc
2020-02-25,3.182805538,filled,ST.nc
2020-02-26,,filled,ST.nc
2020-02-27,,filled,ST.nc
2020-02-28,,filled,ST.nc
2020-02-29,,filled,ST.nc
2020-03-01,,filled,ST.nc
2020-03-02,4.918653011,filled,ST.nc
2020-03-03,5.318395138,filled,ST.nc
2020-03-04,,filled,ST.nc
2020-03-05,,filled,ST.nc
2020-03-06,,filled,ST.nc
2020-03-07,,filled,ST.nc
2020-03-08,7.701638222,filled,ST.nc
2020-03-09,,filled,ST.nc
2020-03-10,,filled,ST.nc
2020-03-11,3.500212669,filled,ST.nc
2020-03-12,2.946059465,filled,ST.nc
2020-03-13,3.006822348,filled,ST.nc
2020-03-14,,filled,ST.nc
2020-03-15,,filled,ST.nc
2020-03-16,,filled,ST.nc
2020-03-17,,filled,ST.nc
2020-03-18,4.931265354,filled,ST.nc
2020-03-19,,filled,ST.nc
2020-03-20,,filled,ST.nc
2020-03-21,3.804074526,filled,ST.nc
2020-03-22,7.079378605,filled,ST.nc
2020-03-23,3.687909842,filled,ST.nc
2020-03-24,,filled,ST.nc
2020-03-25,2.004389763,filled,ST.nc
2020-03-26,1.845971107,filled,ST.nc
2020-03-27,,filled,ST.nc
2020-03-28,,filled,ST.nc
2020-03-29,,filled,ST.nc
2020-03-30,,filled,ST.nc
2020-03-31,2.822978497,filled,ST.nc
2020-04-01,,filled,ST.nc
2020-04-02,3.905892611,filled,ST.nc
2020-04-03,3.374344587,filled,ST.nc
2020-04-04,,filled,ST.nc
2020-04-05,,filled,ST.nc
2020-04-06,,filled,ST.nc
2020-04-07,4.091632366,filled,ST.nc
2020-04-08,,filled,ST.nc
2020-04-09,1.541003823,filled,ST.nc
2020-04-10,4.222909927,filled,ST.nc
2020-04-11,1.412546635,filled,ST.nc
2020-04-12,,filled,ST.nc
2020-04-13,,filled,ST.nc
2020-04-14,3.096360207,filled,ST.nc
2020-04-15,1.080200076,filled,ST.nc
2020-04-16,3.775449038,filled,ST.nc
2020-04-17,,filled,ST.nc
2020-04-18,,filled,ST.nc
2020-04-19,,filled,ST.nc
2020-04-20,,filled,ST.nc
2020-04-21,,filled,ST.nc
2020-04-22,,filled,ST.nc
2020-04-23,,filled,ST.nc
2020-04-24,,filled,ST.nc
2020-04-25,,filled,ST.nc
2020-04-26,2.950567484,filled,ST.nc
2020-04-27,,filled,ST.nc
2020-04-28,,filled,ST.nc
2020-04-29,2.523618937,filled,ST.nc
2020-04-30,3.852946043,filled,ST.nc
2020-05-01,4.13929987,filled,ST.nc
2020-05-02,3.388589859,filled,ST.nc
2020-05-03,2.367863655,filled,ST.nc
2020-05-04,,filled,ST.nc
2020-05-05,,filled,ST.nc
2020-05-06,,filled,ST.nc
2020-05-07,,filled,ST.nc
2020-05-08,2.80137825,filled,ST.nc
2020-05-09,3.800674438,filled,ST.nc
2020-05-10,2.313567638,filled,ST.nc
2020-05-11,,filled,ST.nc
2020-05-12,3.410833359,filled,ST.nc
2020-05-13,,filled,ST.nc
2020-05-14,2.729434729,filled,ST.nc
2020-05-15,2.342113733,filled,ST.nc
2020-05-16,,filled,ST.nc
2020-05-17,,filled,ST.nc
2020-05-18,2.028561592,filled,ST.nc
2020-05-19,2.997278452,filled,ST.nc
2020-05-20,2.688616991,filled,ST.nc
2020-05-21,,filled,ST.nc
2020-05-22,2.527329683,filled,ST.nc
2020-05-23,1.767562866,filled,ST.nc
2020-05-24,,filled,ST.nc
2020-05-25,,filled,ST.nc
2020-05-26,,filled,ST.nc
2020-05-27,,filled,ST.nc
2020-05-28,,filled,ST.nc
2020-05-29,1.8570503,filled,ST.nc
2020-05-30,,filled,ST.nc
2020-05-31,1.751073837,filled,ST.nc
2020-06-01,,filled,ST.nc
2020-06-02,,filled,ST.nc
2020-06-03,5.099023819,filled,ST.nc
2020-06-04,,filled,ST.nc
2020-06-05,1.4057374,filled,ST.nc
2020-06-06,,filled,ST.nc
2020-06-07,,filled,ST.nc
2020-06-08,,filled,ST.nc
2020-06-09,,filled,ST.nc
2020-06-10,,filled,ST.nc
2020-06-11,,filled,ST.nc
2020-06-12,,filled,ST.nc
2020-06-13,,filled,ST.nc
2020-06-14,,filled,ST.nc
2020-06-15,,filled,ST.nc
2020-06-16,,filled,ST.nc
2020-06-17,,filled,ST.nc
2020-06-18,,filled,ST.nc
2020-06-19,2.314205647,filled,ST.nc
2020-06-20,,filled,ST.nc
2020-06-21,,filled,ST.nc
2020-06-22,,filled,ST.nc
2020-06-23,,filled,ST.nc
2020-06-24,3.021921396,filled,ST.nc
2020-06-25,3.98107481,filled,ST.nc
2020-06-26,3.218296051,filled,ST.nc
2020-06-27,1.580490947,filled,ST.nc
2020-06-28,,filled,ST.nc
2020-06-29,,filled,ST.nc
2020-06-30,,filled,ST.nc
2020-07-01,,filled,ST.nc
2020-07-02,3.541591644,filled,ST.nc
2020-07-03,2.633087873,filled,ST.nc
2020-07-04,2.114591122,filled,ST.nc
2020-07-05,,filled,ST.nc
2020-07-06,3.589556217,filled,ST.nc
2020-07-07,,filled,ST.nc
2020-07-08,2.228848696,filled,ST.nc
2020-07-09,1.50128305,filled,ST.nc
2020-07-10,2.727224827,filled,ST.nc
2020-07-11,1.597676516,filled,ST.nc
2020-07-12,1.502691746,filled,ST.nc
2020-07-13,,filled,ST.nc
2020-07-14,,filled,ST.nc
2020-07-15,,filled,ST.nc
2020-07-16,,filled,ST.nc
2020-07-17,,filled,ST.nc
2020-07-18,,filled,ST.nc
2020-07-19,,filled,ST.nc
2020-07-20,1.967964649,filled,ST.nc
2020-07-21,,filled,ST.nc
2020-07-22,2.481671572,filled,ST.nc
2020-07-23,4.765098095,filled,ST.nc
2020-07-24,,filled,ST.nc
2020-07-25,,filled,ST.nc
2020-07-26,3.360023975,filled,ST.nc
2020-07-27,,filled,ST.nc
2020-07-28,1.544978261,filled,ST.nc
2020-07-29,2.715942383,filled,ST.nc
2020-07-30,1.699897289,filled,ST.nc
2020-07-31,,filled,ST.nc
2020-08-01,2.015355825,filled,ST.nc
2020-08-02,,filled,ST.nc
2020-08-03,,filled,ST.nc
2020-08-04,2.036598444,filled,ST.nc
2020-08-05,2.164050579,filled,ST.nc
2020-08-06,4.695085049,filled,ST.nc
2020-08-07,2.154626608,filled,ST.nc
2020-08-08,,filled,ST.nc
2020-08-09,,filled,ST.nc
2020-08-10,,filled,ST.nc
2020-08-11,2.251032829,filled,ST.nc
2020-08-12,,filled,ST.nc
2020-08-13,,filled,ST.nc
2020-08-14,,filled,ST.nc
2020-08-15,1.922863603,filled,ST.nc
2020-08-16,,filled,ST.nc
2020-08-17,1.091654658,filled,ST.nc
2020-08-18,,filled,ST.nc
2020-08-19,,filled,ST.nc
2020-08-20,2.62021327,filled,ST.nc
2020-08-21,,filled,ST.nc
2020-08-22,,filled,ST.nc
2020-08-23,4.194169998,filled,ST.nc
2020-08-24,2.073841572,filled,ST.nc
2020-08-25,,filled,ST.nc
2020-08-26,1.448156714,filled,ST.nc
2020-08-27,1.982574463,filled,ST.nc
2020-08-28,2.464123726,filled,ST.nc
2020-08-29,4.020358086,filled,ST.nc
2020-08-30,2.003539085,filled,ST.nc
2020-08-31,1.807981372,filled,ST.nc
2020-09-01,,filled,ST.nc
2020-09-02,,filled,ST.nc
2020-09-03,,filled,ST.nc
2020-09-04,,filled,ST.nc
2020-09-05,1.748772025,filled,ST.nc
2020-09-06,,filled,ST.nc
2020-09-07,,filled,ST.nc
2020-09-08,1.935435891,filled,ST.nc
2020-09-09,,filled,ST.nc
2020-09-10,,filled,ST.nc
2020-09-11,3.159109592,filled,ST.nc
2020-09-12,2.229381323,filled,ST.nc
2020-09-13,2.087747335,filled,ST.nc
2020-09-14,4.378970623,filled,ST.nc
2020-09-15,1.7162081,filled,ST.nc
2020-09-16,1.858073592,filled,ST.nc
2020-09-17,,filled,ST.nc
2020-09-18,2.557364941,filled,ST.nc
2020-09-19,,filled,ST.nc
2020-09-20,,filled,ST.nc
2020-09-21,,filled,ST.nc
2020-09-22,1.148155808,filled,ST.nc
2020-09-23,3.034140825,filled,ST.nc
2020-09-24,,filled,ST.nc
2020-09-25,2.304624796,filled,ST.nc
2020-09-26,,filled,ST.nc
2020-09-27,0.944629312,filled,ST.nc
2020-09-28,,filled,ST.nc
2020-09-29,,filled,ST.nc
2020-09-30,,filled,ST.nc
2020-10-01,,filled,ST.nc
2020-10-02,,filled,ST.nc
2020-10-03,,filled,ST.nc
2020-10-04,4.771383762,filled,ST.nc
2020-10-05,3.241434097,filled,ST.nc
2020-10-06,,filled,ST.nc
2020-10-07,,filled,ST.nc
2020-10-08,2.25371933,filled,ST.nc
2020-10-09,1.308562756,filled,ST.nc
2020-10-10,,filled,ST.nc
2020-10-11,3.477540493,filled,ST.nc
2020-10-12,1.64205873,filled,ST.nc
2020-10-13,,filled,ST.nc
2020-10-14,,filled,ST.nc
2020-10-15,,filled,ST.nc
2020-10-16,1.926965714,filled,ST.nc
2020-10-17,2.552419901,filled,ST.nc
2020-10-18,3.330196381,filled,ST.nc
2020-10-19,2.530254364,filled,ST.nc
2020-10-20,,filled,ST.nc
2020-10-21,1.997948647,filled,ST.nc
2020-10-22,2.069998026,filled,ST.nc
2020-10-23,1.875060439,filled,ST.nc
2020-10-24,2.088074684,filled,ST.nc
2020-10-25,1.895543933,filled,ST.nc
2020-10-26,1.67517662,filled,ST.nc
2020-10-27,1.148234129,filled,ST.nc
2020-10-28,1.794625759,filled,ST.nc
2020-10-29,2.643418312,filled,ST.nc
2020-10-30,,filled,ST.nc
2020-10-31,,filled,ST.nc
2020-11-01,,filled,ST.nc
2020-11-02,,filled,ST.nc
2020-11-03,,filled,ST.nc
2020-11-04,,filled,ST.nc
2020-11-05,2.866376638,filled,ST.nc
2020-11-06,2.308620453,filled,ST.nc
2020-11-07,2.760235548,filled,ST.nc
2020-11-08,,filled,ST.nc
2020-11-09,,filled,ST.nc
2020-11-10,,filled,ST.nc
2020-11-11,,filled,ST.nc
2020-11-12,1.622188926,filled,ST.nc
2020-11-13,,filled,ST.nc
2020-11-14,,filled,ST.nc
2020-11-15,2.526169538,filled,ST.nc
2020-11-16,,filled,ST.nc
2020-11-17,,filled,ST.nc
2020-11-18,,filled,ST.nc
2020-11-19,2.714993238,filled,ST.nc
2020-11-20,3.273078203,filled,ST.nc
2020-11-21,2.108123302,filled,ST.nc
2020-11-22,1.883708477,filled,ST.nc
2020-11-23,6.973968029,filled,ST.nc
2020-11-24,2.127369881,filled,ST.nc
2020-11-25,,filled,ST.nc
2020-11-26,,filled,ST.nc
2020-11-27,,filled,ST.nc
2020-11-28,3.579219103,filled,ST.nc
2020-11-29,,filled,ST.nc
2020-11-30,,filled,ST.nc
2020-12-01,,filled,ST.nc
2020-12-02,1.923356652,filled,ST.nc
2020-12-03,1.422117352,filled,ST.nc
2020-12-04,1.949082255,filled,ST.nc
2020-12-05,4.966868877,filled,ST.nc
2020-12-06,2.579076529,filled,ST.nc
2020-12-07,1.627567649,filled,ST.nc
2020-12-08,3.491266251,filled,ST.nc
2020-12-09,4.378303051,filled,ST.nc
2020-12-10,,filled,ST.nc
2020-12-11,1.808569074,filled,ST.nc
2020-12-12,3.743578672,filled,ST.nc
2020-12-13,,filled,ST.nc
2020-12-14,,filled,ST.nc
2020-12-15,5.115502834,filled,ST.nc
2020-12-16,5.206387997,filled,ST.nc
2020-12-17,8.695565224,filled,ST.nc
2020-12-18,2.210937262,filled,ST.nc
2020-12-19,2.127171993,filled,ST.nc
2020-12-20,2.239315271,filled,ST.nc
2020-12-21,3.199354172,filled,ST.nc
2020-12-22,3.378748894,filled,ST.nc
2020-12-23,,filled,ST.nc
2020-12-24,2.305648088,filled,ST.nc
2020-12-25,,filled,ST.nc
2020-12-26,2.3015275,filled,ST.nc
2020-12-27,,filled,ST.nc
2020-12-28,2.901280403,filled,ST.nc
2020-12-29,3.249539614,filled,ST.nc
2020-12-30,4.074570179,filled,ST.nc
2020-12-31,5.243370056,filled,ST.nc
2021-01-01,4.292588234,filled,ST.nc
2021-01-02,3.617202044,filled,ST.nc
2021-01-03,,filled,ST.nc
2021-01-04,5.075060368,filled,ST.nc
2021-01-05,,filled,ST.nc
2021-01-06,3.344405413,filled,ST.nc
2021-01-07,,filled,ST.nc
2021-01-08,,filled,ST.nc
2021-01-09,,filled,ST.nc
2021-01-10,,filled,ST.nc
2021-01-11,1.989103913,filled,ST.nc
2021-01-12,,filled,ST.nc
2021-01-13,2.844724417,filled,ST.nc
2021-01-14,3.571581602,filled,ST.nc
2021-01-15,4.11085844,filled,ST.nc
2021-01-16,2.71544075,filled,ST.nc
2021-01-17,2.737697363,filled,ST.nc
2021-01-18,,filled,ST.nc
2021-01-19,,filled,ST.nc
2021-01-20,1.964628816,filled,ST.nc
2021-01-21,2.193241596,filled,ST.nc
2021-01-22,2.478392601,filled,ST.nc
2021-01-23,,filled,ST.nc
2021-01-24,1.679710031,filled,ST.nc
2021-01-25,2.343188286,filled,ST.nc
2021-01-26,2.431931973,filled,ST.nc
2021-01-27,,filled,ST.nc
2021-01-28,3.394586325,filled,ST.nc
2021-01-29,2.328494072,filled,ST.nc
2021-01-30,2.710045576,filled,ST.nc
2021-01-31,4.786541939,filled,ST.nc
2021-02-01,8.673911095,filled,ST.nc
2021-02-02,3.233667612,filled,ST.nc
2021-02-03,4.380722523,filled,ST.nc
2021-02-04,5.223349571,filled,ST.nc
2021-02-05,5.711420536,filled,ST.nc
2021-02-06,,filled,ST.nc
2021-02-07,,filled,ST.nc
2021-02-08,,filled,ST.nc
2021-02-09,,filled,ST.nc
2021-02-10,2.306924105,filled,ST.nc
2021-02-11,4.50936079,filled,ST.nc
2021-02-12,9.146921158,filled,ST.nc
2021-02-13,4.541316509,filled,ST.nc
2021-02-14,,filled,ST.nc
2021-02-15,,filled,ST.nc
2021-02-16,3.101578474,filled,ST.nc
2021-02-17,,filled,ST.nc
2021-02-18,,filled,ST.nc
2021-02-19,,filled,ST.nc
2021-02-20,6.754667759,filled,ST.nc
2021-02-21,4.729341507,filled,ST.nc
2021-02-22,8.20015049,filled,ST.nc
2021-02-23,4.076576233,filled,ST.nc
2021-02-24,3.879760981,filled,ST.nc
2021-02-25,4.390321732,filled,ST.nc
2021-02-26,3.292367935,filled,ST.nc
2021-02-27,4.21838522,filled,ST.nc
2021-02-28,,filled,ST.nc
2021-03-01,,filled,ST.nc
2021-03-02,,filled,ST.nc
2021-03-03,,filled,ST.nc
2021-03-04,,filled,ST.nc
2021-03-05,,filled,ST.nc
2021-03-06,,filled,ST.nc
2021-03-07,6.437134266,filled,ST.nc
2021-03-08,,filled,ST.nc
2021-03-09,4.829465866,filled,ST.nc
2021-03-10,,filled,ST.nc
2021-03-11,,filled,ST.nc
2021-03-12,1.268565297,filled,ST.nc
2021-03-13,4.646574497,filled,ST.nc
2021-03-14,,filled,ST.nc
2021-03-15,4.51169157,filled,ST.nc
2021-03-16,,filled,ST.nc
2021-03-17,2.83338809,filled,ST.nc
2021-03-18,,filled,ST.nc
2021-03-19,2.572307587,filled,ST.nc
2021-03-20,,filled,ST.nc
2021-03-21,1.24523735,filled,ST.nc
2021-03-22,,filled,ST.nc
2021-03-23,3.253665209,filled,ST.nc
2021-03-24,,filled,ST.nc
2021-03-25,2.839022875,filled,ST.nc
2021-03-26,7.420395851,filled,ST.nc
2021-03-27,2.462860107,filled,ST.nc
2021-03-28,2.39492178,filled,ST.nc
2021-03-29,2.421706676,filled,ST.nc
2021-03-30,2.608896971,filled,ST.nc
2021-03-31,,filled,ST.nc
2021-04-01,,filled,ST.nc
2021-04-02,3.737945557,filled,ST.nc
2021-04-03,,filled,ST.nc
2021-04-04,,filled,ST.nc
2021-04-05,,filled,ST.nc
2021-04-06,3.687390089,filled,ST.nc
2021-04-07,,filled,ST.nc
2021-04-08,2.816926718,filled,ST.nc
2021-04-09,6.461886406,filled,ST.nc
2021-04-10,,filled,ST.nc
2021-04-11,,filled,ST.nc
2021-04-12,,filled,ST.nc
2021-04-13,,filled,ST.nc
2021-04-14,,filled,ST.nc
2021-04-15,3.913944483,filled,ST.nc
2021-04-16,,filled,ST.nc
2021-04-17,2.819956303,filled,ST.nc
2021-04-18,4.471524239,filled,ST.nc
2021-04-19,,filled,ST.nc
2021-04-20,2.067185879,filled,ST.nc
2021-04-21,2.71987915,filled,ST.nc
2021-04-22,,filled,ST.nc
2021-04-23,,filled,ST.nc
2021-04-24,,filled,ST.nc
2021-04-25,7.039767742,filled,ST.nc
2021-04-26,2.825065613,filled,ST.nc
2021-04-27,,filled,ST.nc
2021-04-28,,filled,ST.nc
2021-04-29,,filled,ST.nc
2021-04-30,3.107478857,filled,ST.nc
2021-05-01,2.395562649,filled,ST.nc
2021-05-02,7.627137661,filled,ST.nc
2021-05-03,8.322861671,filled,ST.nc
2021-05-04,7.073413372,filled,ST.nc
2021-05-05,,filled,ST.nc
2021-05-06,13.82362747,filled,ST.nc
2021-05-07,,filled,ST.nc
2021-05-08,4.36342001,filled,ST.nc
2021-05-09,,filled,ST.nc
2021-05-10,6.211585999,filled,ST.nc
2021-05-11,,filled,ST.nc
2021-05-12,2.30211091,filled,ST.nc
2021-05-13,2.992890596,filled,ST.nc
2021-05-14,,filled,ST.nc
2021-05-15,,filled,ST.nc
2021-05-16,,filled,ST.nc
2021-05-17,6.255012512,filled,ST.nc
2021-05-18,,filled,ST.nc
2021-05-19,,filled,ST.nc
2021-05-20,12.58939648,filled,ST.nc
2021-05-21,5.072599411,filled,ST.nc
2021-05-22,,filled,ST.nc
2021-05-23,,filled,ST.nc
2021-05-24,,filled,ST.nc
2021-05-25,2.210900545,filled,ST.nc
2021-05-26,,filled,ST.nc
2021-05-27,,filled,ST.nc
2021-05-28,7.125468254,filled,ST.nc
2021-05-29,,filled,ST.nc
2021-05-30,4.280190945,filled,ST.nc
2021-05-31,2.145825386,filled,ST.nc
2021-06-01,1.962478757,filled,ST.nc
2021-06-02,1.280562758,filled,ST.nc
2021-06-03,,filled,ST.nc
2021-06-04,2.664427996,filled,ST.nc
2021-06-05,2.139647245,filled,ST.nc
2021-06-06,1.379350662,filled,ST.nc
2021-06-07,,filled,ST.nc
2021-06-08,,filled,ST.nc
2021-06-09,,filled,ST.nc
2021-06-10,,filled,ST.nc
2021-06-11,,filled,ST.nc
2021-06-12,,filled,ST.nc
2021-06-13,1.347437024,filled,ST.nc
2021-06-14,,filled,ST.nc
2021-06-15,,filled,ST.nc
2021-06-16,1.985835552,filled,ST.nc
2021-06-17,2.127540588,filled,ST.nc
2021-06-18,5.496299267,filled,ST.nc
2021-06-19,,filled,ST.nc
2021-06-20,,filled,ST.nc
2021-06-21,,filled,ST.nc
2021-06-22,3.76893568,filled,ST.nc
2021-06-23,3.025765896,filled,ST.nc
2021-06-24,1.983857751,filled,ST.nc
2021-06-25,1.548650861,filled,ST.nc
2021-06-26,,filled,ST.nc
2021-06-27,,filled,ST.nc
2021-06-28,1.868604779,filled,ST.nc
2021-06-29,2.671402216,filled,ST.nc
2021-06-30,,filled,ST.nc
2021-07-01,1.464023709,filled,ST.nc
2021-07-02,,filled,ST.nc
2021-07-03,,filled,ST.nc
2021-07-04,,filled,ST.nc
2021-07-05,,filled,ST.nc
2021-07-06,,filled,ST.nc
2021-07-07,,filled,ST.nc
2021-07-08,,filled,ST.nc
2021-07-09,,filled,ST.nc
2021-07-10,,filled,ST.nc
2021-07-11,2.566189766,filled,ST.nc
2021-07-12,,filled,ST.nc
2021-07-13,3.412311554,filled,ST.nc
2021-07-14,8.402335167,filled,ST.nc
2021-07-15,,filled,ST.nc
2021-07-16,,filled,ST.nc
2021-07-17,,filled,ST.nc
2021-07-18,,filled,ST.nc
2021-07-19,,filled,ST.nc
2021-07-20,,filled,ST.nc
2021-07-21,1.079402566,filled,ST.nc
2021-07-22,4.904771805,filled,ST.nc
2021-07-23,,filled,ST.nc
2021-07-24,0.70886302,filled,ST.nc
2021-07-25,0.297297597,filled,ST.nc
2021-07-26,,filled,ST.nc
2021-07-27,,filled,ST.nc
2021-07-28,,filled,ST.nc
2021-07-29,8.81840229,filled,ST.nc
2021-07-30,6.405967712,filled,ST.nc
2021-07-31,,filled,ST.nc
2021-08-01,5.946717739,filled,ST.nc
2021-08-02,,filled,ST.nc
2021-08-03,18.66904259,filled,ST.nc
2021-08-04,29.97155762,filled,ST.nc
2021-08-05,28.2601757,filled,ST.nc
2021-08-06,,filled,ST.nc
2021-08-07,,filled,ST.nc
2021-08-08,,filled,ST.nc
2021-08-09,,filled,ST.nc
2021-08-10,,filled,ST.nc
2021-08-11,,filled,ST.nc
2021-08-12,,filled,ST.nc
2021-08-13,,filled,ST.nc
2021-08-14,12.8044405,filled,ST.nc
2021-08-15,8.110560417,filled,ST.nc
2021-08-16,9.421991348,filled,ST.nc
2021-08-17,,filled,ST.nc
2021-08-18,44.20985031,filled,ST.nc
2021-08-19,,filled,ST.nc
2021-08-20,33.36307907,filled,ST.nc
2021-08-21,,filled,ST.nc
2021-08-22,,filled,ST.nc
2021-08-23,,filled,ST.nc
2021-08-24,19.11807823,filled,ST.nc
2021-08-25,18.17595482,filled,ST.nc
2021-08-26,,filled,ST.nc
2021-08-27,,filled,ST.nc
2021-08-28,,filled,ST.nc
2021-08-29,,filled,ST.nc
2021-08-30,,filled,ST.nc
2021-08-31,,filled,ST.nc
2021-09-01,,filled,ST.nc
2021-09-02,,filled,ST.nc
2021-09-03,,filled,ST.nc
2021-09-04,7.273277283,filled,ST.nc
2021-09-05,,filled,ST.nc
2021-09-06,,filled,ST.nc
2021-09-07,35.54259109,filled,ST.nc
2021-09-08,,filled,ST.nc
2021-09-09,,filled,ST.nc
2021-09-10,8.428068161,filled,ST.nc
2021-09-11,28.94721413,filled,ST.nc
2021-09-12,,filled,ST.nc
2021-09-13,5.607228756,filled,ST.nc
2021-09-14,6.656928539,filled,ST.nc
2021-09-15,,filled,ST.nc
2021-09-16,,filled,ST.nc
2021-09-17,7.149253845,filled,ST.nc
2021-09-18,,filled,ST.nc
2021-09-19,,filled,ST.nc
2021-09-20,5.244009495,filled,ST.nc
2021-09-21,10.40209579,filled,ST.nc
2021-09-22,8.148617744,filled,ST.nc
2021-09-23,,filled,ST.nc
2021-09-24,13.86637211,filled,ST.nc
2021-09-25,,filled,ST.nc
2021-09-26,,filled,ST.nc
2021-09-27,,filled,ST.nc
2021-09-28,17.19509697,filled,ST.nc
2021-09-29,,filled,ST.nc
2021-09-30,20.31998634,filled,ST.nc
2021-10-01,,filled,ST.nc
2021-10-02,13.16647434,filled,ST.nc
2021-10-03,8.370433807,filled,ST.nc
2021-10-04,,filled,ST.nc
2021-10-05,12.6648531,filled,ST.nc
2021-10-06,14.45491219,filled,ST.nc
2021-10-07,7.006137371,filled,ST.nc
2021-10-08,,filled,ST.nc
2021-10-09,4.767851353,filled,ST.nc
2021-10-10,4.353033066,filled,ST.nc
2021-10-11,,filled,ST.nc
2021-10-12,,filled,ST.nc
2021-10-13,12.95466328,filled,ST.nc
2021-10-14,,filled,ST.nc
2021-10-15,5.137591839,filled,ST.nc
2021-10-16,,filled,ST.nc
2021-10-17,,filled,ST.nc
2021-10-18,9.703194618,filled,ST.nc
2021-10-19,,filled,ST.nc
2021-10-20,,filled,ST.nc
2021-10-21,,filled,ST.nc
2021-10-22,14.0615921,filled,ST.nc
2021-10-23,8.279722214,filled,ST.nc
2021-10-24,5.817866325,filled,ST.nc
2021-10-25,,filled,ST.nc
2021-10-26,4.836927414,filled,ST.nc
2021-10-27,6.846350193,filled,ST.nc
2021-10-28,2.037371874,filled,ST.nc
2021-10-29,7.987287045,filled,ST.nc
2021-10-30,,filled,ST.nc
2021-10-31,3.390929461,filled,ST.nc
2021-11-01,,filled,ST.nc
2021-11-02,,filled,ST.nc
2021-11-03,8.509860039,filled,ST.nc
2021-11-04,2.995247126,filled,ST.nc
2021-11-05,,filled,ST.nc
2021-11-06,,filled,ST.nc
2021-11-07,4.369855404,filled,ST.nc
2021-11-08,6.600234985,filled,ST.nc
2021-11-09,,filled,ST.nc
2021-11-10,3.906425238,filled,ST.nc
2021-11-11,4.512866497,filled,ST.nc
2021-11-12,,filled,ST.nc
2021-11-13,,filled,ST.nc
2021-11-14,,filled,ST.nc
2021-11-15,3.647569895,filled,ST.nc
2021-11-16,,filled,ST.nc
2021-11-17,,filled,ST.nc
2021-11-18,,filled,ST.nc
2021-11-19,,filled,ST.nc
2021-11-20,,filled,ST.nc
2021-11-21,,filled,ST.nc
2021-11-22,,filled,ST.nc
2021-11-23,3.729118347,filled,ST.nc
2021-11-24,,filled,ST.nc
2021-11-25,,filled,ST.nc
2021-11-26,4.658266068,filled,ST.nc
2021-11-27,,filled,ST.nc
2021-11-28,,filled,ST.nc
2021-11-29,,filled,ST.nc
2021-11-30,3.026827574,filled,ST.nc
2021-12-01,3.461895227,filled,ST.nc
2021-12-02,,filled,ST.nc
2021-12-03,2.907732964,filled,ST.nc
2021-12-04,2.405541897,filled,ST.nc
2021-12-05,2.600886583,filled,ST.nc
